blockindex	stim	cresp	acc	rt	resp	category	width	angle	ignore	gl	ignore2	stimindex	sub	resp1	resp6	cresp6	cresp1
2	tree7.jpg	6	1	1.268325	6	2	87.0774	82.62	-1	1	0	2	110	0	1	1	0
3	tree13.jpg	1	1	1.32443	1	2	56.88	57.87	-1	1	0	1	110	1	0	0	1
4	tree13.jpg	1	1	1.191643	1	2	72.6268	58.68	-1	1	0	2	110	1	0	0	1
5	tree10.jpg	1	0	1.639869	6	1	45.4946	67.9	-1	-1	0	1	110	0	1	0	1
7	tree13.jpg	1	1	1.406181	1	2	60.4506	54.1	-1	1	0	3	110	1	0	0	1
8	tree19.jpg	6	0	1.266433	1	1	53.9573	89.62	-1	-1	0	1	110	1	0	1	0
9	tree13.jpg	1	0	1.490186	6	1	35.8341	63.86	-1	-1	0	4	110	0	1	0	1
10	tree7.jpg	6	0	1.33767	1	1	66.4338	93.63	-1	-1	0	3	110	1	0	1	0
15	tree14.jpg	1	0	1.335282	6	1	44.2621	70.25	-1	-1	0	1	110	0	1	0	1
16	tree13.jpg	1	1	1.475391	1	2	72.243	58.58	-1	1	0	5	110	1	0	0	1
17	tree14.jpg	1	0	1.475573	6	1	11.713	41.01	-1	-1	0	2	110	0	1	0	1
18	tree7.jpg	6	1	1.593675	6	2	73.7466	66.13	-1	1	0	4	110	0	1	1	0
19	tree14.jpg	1	1	1.542989	1	2	46.9637	32.91	-1	1	0	3	110	1	0	0	1
20	tree14.jpg	1	0	1.285509	6	1	21.4584	47.84	-1	-1	0	4	110	0	1	0	1
21	tree16.jpg	6	0	1.357368	1	1	66.8742	102.03	-1	-1	0	1	110	1	0	1	0
22	tree10.jpg	1	0	1.345689	6	1	51.0364	81.41	-1	-1	0	2	110	0	1	0	1
23	tree10.jpg	1	1	0.567451	1	2	42.2269	40.95	-1	1	0	3	110	1	0	0	1
26	tree19.jpg	6	1	0.906665	6	2	82.2961	77.42	-1	1	0	2	110	0	1	1	0
27	tree19.jpg	6	0	1.160035	1	1	39.0901	63.68	-1	-1	0	3	110	1	0	1	0
28	tree16.jpg	6	1	1.311871	6	2	46.9212	32.32	-1	1	0	2	110	0	1	1	0
29	tree16.jpg	6	0	0.900888	1	1	43.8503	69.14	-1	-1	0	3	110	1	0	1	0
30	tree7.jpg	6	1	1.175971	6	2	32.3874	28.46	-1	1	0	5	110	0	1	1	0
31	tree16.jpg	6	1	1.211147	6	2	57.5057	38.46	-1	1	0	4	110	0	1	1	0
32	tree19.jpg	6	0	1.000771	1	1	39.7285	62.9	-1	-1	0	4	110	1	0	1	0
33	tree13.jpg	1	0	1.137239	6	1	61.1958	89.9	-1	-1	0	6	110	0	1	0	1
34	tree19.jpg	6	1	1.258122	6	2	76.1004	63.91	-1	1	0	5	110	0	1	1	0
35	tree19.jpg	6	1	1.287246	6	2	57.229	45.51	-1	1	0	6	110	0	1	1	0
36	tree10.jpg	1	1	1.107918	1	2	54.0995	48.99	-1	1	0	4	110	1	0	0	1
38	tree14.jpg	1	1	0.689082	1	2	66.4594	62.34	-1	1	0	5	110	1	0	0	1
39	tree16.jpg	6	0	1.162458	1	1	21.9928	42.95	-1	-1	0	5	110	1	0	1	0
40	tree7.jpg	6	0	1.172389	1	1	40.468	60.69	-1	-1	0	6	110	1	0	1	0
41	tree19.jpg	6	1	1.34938	6	2	54.0355	47.2	-1	1	0	7	110	0	1	1	0
42	tree19.jpg	6	1	1.289564	6	2	58.3022	54.23	-1	1	0	8	110	0	1	1	0
44	tree13.jpg	1	0	1.365374	6	1	29.1665	54.9	-1	-1	0	7	110	0	1	0	1
45	tree16.jpg	6	0	1.304791	1	1	56.5985	75.13	-1	-1	0	6	110	1	0	1	0
48	tree10.jpg	1	0	1.134928	6	1	49.2665	74.96	-1	-1	0	5	110	0	1	0	1
49	tree14.jpg	1	0	1.174518	6	1	62.7148	88.5	-1	-1	0	6	110	0	1	0	1
50	tree10.jpg	1	1	1.185018	1	2	43.8213	31.92	-1	1	0	6	110	1	0	0	1
51	tree10.jpg	1	1	1.195531	1	2	61.3372	57.48	-1	1	0	7	110	1	0	0	1
52	tree14.jpg	1	0	1.19459	6	1	13.6307	41.59	-1	-1	0	7	110	0	1	0	1
53	tree7.jpg	6	0	1.205578	1	1	10.655	35.92	-1	-1	0	7	110	1	0	1	0
56	tree14.jpg	1	0	1.266215	6	1	18.9522	53.75	-1	-1	0	8	110	0	1	0	1
57	tree14.jpg	1	0	0.684798	6	1	38.0277	62.61	-1	-1	0	9	110	0	1	0	1
58	tree19.jpg	6	0	1.354904	1	1	12.6189	39.81	-1	-1	0	9	110	1	0	1	0
59	tree19.jpg	6	1	1.185002	6	2	42.3011	41.85	-1	1	0	10	110	0	1	1	0
60	tree10.jpg	1	0	1.230695	6	1	42.6237	74.45	-1	-1	0	8	110	0	1	0	1
61	tree19.jpg	6	1	1.36533	6	2	68.2976	54.22	-1	1	0	11	110	0	1	1	0
65	tree10.jpg	1	0	1.254053	6	1	80.4022	104.94	-1	-1	0	9	110	0	1	0	1
66	tree10.jpg	1	1	0.80517	1	2	27.0527	11.9	-1	1	0	10	110	1	0	0	1
67	tree14.jpg	1	0	1.113851	6	1	45.0605	70.26	-1	-1	0	10	110	0	1	0	1
72	tree13.jpg	1	0	1.09537	6	1	47.5592	77.47	-1	-1	0	8	110	0	1	0	1
73	tree10.jpg	1	1	1.423543	1	2	64.8085	57.8	-1	1	0	11	110	1	0	0	1
74	tree13.jpg	1	0	1.301927	6	1	62.7485	81.47	-1	-1	0	9	110	0	1	0	1
75	tree14.jpg	1	0	1.257153	6	1	37.0545	63.87	-1	-1	0	11	110	0	1	0	1
76	tree10.jpg	1	1	1.293027	1	2	20.2213	17.66	-1	1	0	12	110	1	0	0	1
77	tree13.jpg	1	1	1.505329	1	2	75.8809	65.11	-1	1	0	10	110	1	0	0	1
82	tree16.jpg	6	1	1.412833	6	2	43.6257	36.29	-1	1	0	7	110	0	1	1	0
83	tree16.jpg	6	1	1.28816	6	2	43.3594	36.82	-1	1	0	8	110	0	1	1	0
84	tree13.jpg	1	1	1.273067	1	2	54.7841	51.35	-1	1	0	11	110	1	0	0	1
85	tree19.jpg	6	1	1.112178	6	2	81.5474	72.33	-1	1	0	12	110	0	1	1	0
86	tree14.jpg	1	0	1.378767	6	1	30.148	57	-1	-1	0	12	110	0	1	0	1
87	tree14.jpg	1	1	1.119998	1	2	47.1334	36.88	-1	1	0	13	110	1	0	0	1
88	tree7.jpg	6	0	1.441709	1	1	12.1348	39.6	-1	-1	0	8	110	1	0	1	0
90	tree16.jpg	6	1	1.134241	6	2	64.6754	57.32	-1	1	0	9	110	0	1	1	0
91	tree16.jpg	6	1	1.175155	6	2	72.8882	67.67	-1	1	0	10	110	0	1	1	0
92	tree7.jpg	6	0	1.186008	1	1	64.2469	95.05	-1	-1	0	9	110	1	0	1	0
93	tree7.jpg	6	1	1.01484	6	2	63.9805	63.31	-1	1	0	10	110	0	1	1	0
95	tree10.jpg	1	0	1.200573	6	1	37.4821	56.49	-1	-1	0	13	110	0	1	0	1
96	tree7.jpg	6	0	1.226663	1	1	60.9712	82.73	-1	-1	0	11	110	1	0	1	0
97	tree14.jpg	1	0	1.416873	6	1	30.3067	60.56	-1	-1	0	14	110	0	1	0	1
98	tree16.jpg	6	0	1.339358	1	1	62.3115	92.39	-1	-1	0	11	110	1	0	1	0
99	tree16.jpg	6	1	1.309416	6	2	67.0669	65.71	-1	1	0	12	110	0	1	1	0
101	tree13.jpg	1	0	1.26651	6	1	58.9687	82.85	-1	-1	0	12	110	0	1	0	1
102	tree10.jpg	1	0	1.508634	6	1	29.8835	49.38	-1	-1	0	14	110	0	1	0	1
106	tree7.jpg	6	0	1.236349	1	1	35.4022	67.14	-1	-1	0	12	110	1	0	1	0
107	tree19.jpg	6	1	1.805656	6	2	39.0454	33.41	-1	1	0	13	110	0	1	1	0
108	tree19.jpg	6	1	1.714289	6	2	36.6266	33.92	-1	1	0	14	110	0	1	1	0
110	tree14.jpg	1	0	1.262592	6	1	50.2294	78.74	-1	-1	0	15	110	0	1	0	1
112	tree13.jpg	1	1	1.317332	1	2	53.892	45.19	-1	1	0	13	110	1	0	0	1
113	tree13.jpg	1	1	1.638949	1	2	58.3946	49.06	-1	1	0	14	110	1	0	0	1
114	tree13.jpg	1	0	1.709159	6	1	48.3904	71.52	-1	-1	0	15	110	0	1	0	1
115	tree16.jpg	6	0	1.394923	1	1	81.9936	110	-1	-1	0	13	110	1	0	1	0
116	tree16.jpg	6	1	1.36609	6	2	68.0566	57.83	-1	1	0	14	110	0	1	1	0
117	tree19.jpg	6	0	1.53963	1	1	38.6006	69.58	-1	-1	0	15	110	1	0	1	0
119	tree7.jpg	6	1	1.609727	6	2	55.9233	52.46	-1	1	0	13	110	0	1	1	0
123	tree13.jpg	1	1	1.343645	1	2	87.917	81.81	-1	1	0	16	110	1	0	0	1
124	tree13.jpg	1	0	1.569013	6	1	48.2305	72.34	-1	-1	0	17	110	0	1	0	1
127	tree19.jpg	6	0	1.314709	1	1	27.6359	50.51	-1	-1	0	16	110	1	0	1	0
128	tree7.jpg	6	1	1.563425	6	2	85.3318	76.81	-1	1	0	14	110	0	1	1	0
129	tree10.jpg	1	0	1.325097	6	1	38.9093	72.67	-1	-1	0	15	110	0	1	0	1
130	tree10.jpg	1	0	1.751858	6	1	41.2181	61.42	-1	-1	0	16	110	0	1	0	1
131	tree19.jpg	6	0	1.770835	1	1	20.7811	46.42	-1	-1	0	17	110	1	0	1	0
132	tree13.jpg	1	0	1.141479	6	1	25.6705	53.38	-1	-1	0	18	110	0	1	0	1
133	tree13.jpg	1	1	1.244334	1	2	93.426	84.48	-1	1	0	19	110	1	0	0	1
134	tree7.jpg	6	0	1.587029	1	1	32.329	56.69	-1	-1	0	15	110	1	0	1	0
135	tree7.jpg	6	0	1.622512	1	1	70.9386	93.95	-1	-1	0	16	110	1	0	1	0
1	tree7.jpg	6	1	1.115595	6	2	37.4075	33.64	-1	1	0	17	110	0	1	1	0
2	tree14.jpg	1	0	1.2688	6	1	18.4037	44.05	-1	-1	0	16	110	0	1	0	1
3	tree13.jpg	1	0	1.628996	6	1	40.1362	63.88	-1	-1	0	20	110	0	1	0	1
5	tree10.jpg	1	1	1.290149	1	2	73.7822	64.54	-1	1	0	17	110	1	0	0	1
7	tree16.jpg	6	0	1.35667	1	1	44.6619	78.01	-1	-1	0	15	110	1	0	1	0
8	tree16.jpg	6	1	1.613859	6	2	54.7701	45.87	-1	1	0	16	110	0	1	1	0
9	tree14.jpg	1	0	1.353792	6	1	55.4575	88.62	-1	-1	0	17	110	0	1	0	1
10	tree14.jpg	1	0	1.468587	6	1	50.3483	75.63	-1	-1	0	18	110	0	1	0	1
11	tree13.jpg	1	1	1.599185	1	2	60.4026	52.52	-1	1	0	21	110	1	0	0	1
12	tree19.jpg	6	0	1.630545	1	1	55.461	79.68	-1	-1	0	18	110	1	0	1	0
13	tree7.jpg	6	0	1.732556	1	1	49.2636	72.74	-1	-1	0	18	110	1	0	1	0
14	tree7.jpg	6	1	1.169249	6	2	53.3718	41.65	-1	1	0	19	110	0	1	1	0
15	tree7.jpg	6	0	1.586041	1	1	40.2992	73.19	-1	-1	0	20	110	1	0	1	0
16	tree10.jpg	1	0	1.403421	6	1	51.144	75.73	-1	-1	0	18	110	0	1	0	1
17	tree7.jpg	6	1	1.54697	6	2	83.3	73.97	-1	1	0	21	110	0	1	1	0
18	tree7.jpg	6	0	1.612833	1	1	40.1108	67.94	-1	-1	0	22	110	1	0	1	0
20	tree19.jpg	6	1	1.565764	6	2	79.5106	67.47	-1	1	0	19	110	0	1	1	0
23	tree10.jpg	1	1	1.554041	1	2	65.6923	54.62	-1	1	0	19	110	1	0	0	1
24	tree14.jpg	1	0	1.313826	6	1	32.1429	65.8	-1	-1	0	19	110	0	1	0	1
25	tree10.jpg	1	0	1.624466	6	1	47.2844	74.84	-1	-1	0	20	110	0	1	0	1
27	tree16.jpg	6	0	1.530538	1	1	52.163	78.49	-1	-1	0	17	110	1	0	1	0
28	tree13.jpg	1	0	1.452279	6	1	17.8844	50.45	-1	-1	0	22	110	0	1	0	1
29	tree16.jpg	6	0	1.401682	1	1	46.6102	74.17	-1	-1	0	18	110	1	0	1	0
30	tree16.jpg	6	0	1.115695	1	1	18.3887	37.97	-1	-1	0	19	110	1	0	1	0
31	tree10.jpg	1	0	1.698519	6	1	65.4487	94.06	-1	-1	0	21	110	0	1	0	1
32	tree13.jpg	1	0	1.756247	6	1	39.4099	65.95	-1	-1	0	23	110	0	1	0	1
34	tree10.jpg	1	0	1.300113	6	1	70.9105	93.21	-1	-1	0	22	110	0	1	0	1
35	tree10.jpg	1	0	1.135563	6	1	39.9098	69.64	-1	-1	0	23	110	0	1	0	1
36	tree10.jpg	1	1	1.465281	1	2	81.5384	67.84	-1	1	0	24	110	1	0	0	1
37	tree7.jpg	6	0	1.189381	1	1	16.8704	41.74	-1	-1	0	23	110	1	0	1	0
38	tree7.jpg	6	1	1.170771	6	2	44.0006	28.5	-1	1	0	24	110	0	1	1	0
39	tree16.jpg	6	1	1.261715	6	2	74.2813	57.33	-1	1	0	20	110	0	1	1	0
40	tree10.jpg	1	1	1.313659	1	2	66.7405	57.64	-1	1	0	25	110	1	0	0	1
41	tree16.jpg	6	1	1.307079	6	2	72.6641	69.91	-1	1	0	21	110	0	1	1	0
43	tree14.jpg	1	0	1.187097	6	1	61.3159	90.96	-1	-1	0	20	110	0	1	0	1
44	tree14.jpg	1	0	1.213364	6	1	51.826	84.62	-1	-1	0	21	110	0	1	0	1
45	tree16.jpg	6	1	1.436313	6	2	56.5129	49.18	-1	1	0	22	110	0	1	1	0
49	tree19.jpg	6	0	1.147932	1	1	34.9101	69.27	-1	-1	0	20	110	1	0	1	0
50	tree19.jpg	6	0	1.327297	1	1	24.1494	53.87	-1	-1	0	21	110	1	0	1	0
51	tree19.jpg	6	1	1.107063	6	2	67.5998	58.11	-1	1	0	22	110	0	1	1	0
52	tree16.jpg	6	1	1.637389	6	2	46.7257	34.47	-1	1	0	23	110	0	1	1	0
53	tree19.jpg	6	0	1.758848	1	1	28.0956	59.2	-1	-1	0	23	110	1	0	1	0
54	tree10.jpg	1	1	1.871854	1	2	71.528	61.9	-1	1	0	26	110	1	0	0	1
55	tree16.jpg	6	0	1.683393	1	1	10.7928	44.2	-1	-1	0	24	110	1	0	1	0
56	tree14.jpg	1	0	1.230684	6	1	48.8245	76.87	-1	-1	0	22	110	0	1	0	1
57	tree14.jpg	1	0	1.376718	6	1	32.5971	59.49	-1	-1	0	23	110	0	1	0	1
59	tree7.jpg	6	0	1.27509	1	1	61.4385	89.96	-1	-1	0	25	110	1	0	1	0
61	tree19.jpg	6	0	1.548311	1	1	56.9653	89.43	-1	-1	0	24	110	1	0	1	0
62	tree14.jpg	1	0	1.388943	6	1	14.136	48.55	-1	-1	0	24	110	0	1	0	1
63	tree19.jpg	6	0	1.399799	1	1	46.8833	73.09	-1	-1	0	25	110	1	0	1	0
64	tree13.jpg	1	0	1.811842	6	1	63.7273	91.53	-1	-1	0	24	110	0	1	0	1
65	tree7.jpg	6	0	1.461897	1	1	55.5358	80.44	-1	-1	0	26	110	1	0	1	0
66	tree13.jpg	1	0	1.836155	6	1	63.9133	87.58	-1	-1	0	25	110	0	1	0	1
67	tree13.jpg	1	0	1.536823	6	1	27.7609	53.41	-1	-1	0	26	110	0	1	0	1
68	tree13.jpg	1	1	1.626621	1	2	59.2293	48.67	-1	1	0	27	110	1	0	0	1
70	tree14.jpg	1	0	1.47277	6	1	42.098	71.5	-1	-1	0	25	110	0	1	0	1
71	tree14.jpg	1	0	1.45349	6	1	14.4394	51.86	-1	-1	0	26	110	0	1	0	1
72	tree10.jpg	1	1	1.402514	1	2	87.9813	77.11	-1	1	0	27	110	1	0	0	1
74	tree16.jpg	6	0	1.529654	1	1	70.5276	98.45	-1	-1	0	25	110	1	0	1	0
75	tree13.jpg	1	1	1.666604	1	2	52.9513	44.87	-1	1	0	28	110	1	0	0	1
77	tree14.jpg	1	0	1.410279	6	1	33.6005	64.1	-1	-1	0	27	110	0	1	0	1
80	tree10.jpg	1	0	1.532898	6	1	47.1702	68.49	-1	-1	0	28	110	0	1	0	1
81	tree7.jpg	6	0	1.386633	1	1	16.9576	40.69	-1	-1	0	27	110	1	0	1	0
82	tree16.jpg	6	0	1.612195	1	1	14.8837	44.29	-1	-1	0	26	110	1	0	1	0
83	tree14.jpg	1	0	1.294047	6	1	48.2072	67.75	-1	-1	0	28	110	0	1	0	1
85	tree16.jpg	6	0	1.372231	1	1	24.7059	50.53	-1	-1	0	27	110	1	0	1	0
88	tree7.jpg	6	1	1.582847	6	2	59.1094	52.35	-1	1	0	28	110	0	1	1	0
89	tree10.jpg	1	1	1.71878	1	2	30.097	23.48	-1	1	0	29	110	1	0	0	1
90	tree16.jpg	6	0	1.316216	1	1	33.2891	55.22	-1	-1	0	28	110	1	0	1	0
92	tree19.jpg	6	0	1.510719	1	1	31.8807	64.76	-1	-1	0	26	110	1	0	1	0
93	tree19.jpg	6	0	1.682485	1	1	25.1622	47.63	-1	-1	0	27	110	1	0	1	0
95	tree14.jpg	1	0	1.632626	6	1	25.2976	55.43	-1	-1	0	29	110	0	1	0	1
96	tree14.jpg	1	0	1.438889	6	1	43.2231	68.88	-1	-1	0	30	110	0	1	0	1
97	tree19.jpg	6	0	1.414003	1	1	33.6888	63.56	-1	-1	0	28	110	1	0	1	0
98	tree14.jpg	1	0	1.561703	6	1	46.3543	77.33	-1	-1	0	31	110	0	1	0	1
100	tree7.jpg	6	0	1.468352	1	1	60.6834	91.27	-1	-1	0	29	110	1	0	1	0
101	tree13.jpg	1	1	1.590814	1	2	75.7908	64	-1	1	0	29	110	1	0	0	1
102	tree7.jpg	6	1	1.583282	6	2	56.1614	52.01	-1	1	0	30	110	0	1	1	0
103	tree19.jpg	6	0	1.039773	1	1	45.5946	65.42	-1	-1	0	29	110	1	0	1	0
106	tree16.jpg	6	0	1.74964	1	1	19.5854	49.02	-1	-1	0	29	110	1	0	1	0
109	tree7.jpg	6	0	0	5	0	0	0	0	0	0	31	110	0	0	1	0
110	tree16.jpg	6	0	1.133738	1	1	68.3436	100.41	-1	-1	0	30	110	1	0	1	0
111	tree19.jpg	6	0	1.100493	1	1	20.3108	50.27	-1	-1	0	30	110	1	0	1	0
112	tree7.jpg	6	0	1.472306	1	1	51.448	76.16	-1	-1	0	32	110	1	0	1	0
113	tree13.jpg	1	1	1.567754	1	2	51.8978	39.24	-1	1	0	30	110	1	0	0	1
115	tree16.jpg	6	0	0.902025	1	1	50.5153	77.75	-1	-1	0	31	110	1	0	1	0
116	tree14.jpg	1	0	1.145402	6	1	31.8789	56.87	-1	-1	0	32	110	0	1	0	1
119	tree13.jpg	1	0	1.01131	6	1	50.5198	74.7	-1	-1	0	31	110	0	1	0	1
121	tree14.jpg	1	0	0.959169	6	1	54.2626	79.81	-1	-1	0	33	110	0	1	0	1
122	tree19.jpg	6	0	1.200987	1	1	71.0077	94.43	-1	-1	0	31	110	1	0	1	0
123	tree10.jpg	1	0	1.473958	6	1	31.5752	60.07	-1	-1	0	30	110	0	1	0	1
124	tree10.jpg	1	0	1.597038	6	1	32.3937	60.59	-1	-1	0	31	110	0	1	0	1
125	tree19.jpg	6	0	1.301109	1	1	58.6281	82.54	-1	-1	0	32	110	1	0	1	0
126	tree7.jpg	6	0	0	5	0	0	0	0	0	0	33	110	0	0	1	0
127	tree10.jpg	1	0	0	5	0	0	0	0	0	0	32	110	0	0	0	1
129	tree19.jpg	6	0	0.985083	1	1	36.2031	66.75	-1	-1	0	33	110	1	0	1	0
130	tree16.jpg	6	0	1.024772	1	1	40.0563	71	-1	-1	0	32	110	1	0	1	0
131	tree16.jpg	6	0	1.043827	1	1	58.0366	83.18	-1	-1	0	33	110	1	0	1	0
132	tree10.jpg	1	0	1.027594	6	1	41.8451	68.76	-1	-1	0	33	110	0	1	0	1
133	tree13.jpg	1	0	1.066446	6	1	31.4422	62.06	-1	-1	0	32	110	0	1	0	1
134	tree13.jpg	1	0	1.267456	6	1	58.7238	82.65	-1	-1	0	33	110	0	1	0	1
135	tree19.jpg	6	0	1.239708	1	1	39.0081	73.16	-1	-1	0	34	110	1	0	1	0
1	tree20.jpg	1	1	1.469011	1	1	70.5276	98.45	-1	1	0	1	111	1	0	0	1
2	tree20.jpg	1	0	1.254163	6	2	71.3283	57	-1	-1	0	2	111	0	1	0	1
3	tree19.jpg	6	1	1.822674	6	1	32.3937	60.59	-1	1	0	1	111	0	1	1	0
4	tree19.jpg	6	1	1.478147	6	1	37.0545	63.87	-1	1	0	2	111	0	1	1	0
5	tree6.jpg	6	0	1.295222	1	2	66.083	46.61	-1	-1	0	1	111	1	0	1	0
7	tree19.jpg	6	1	1.181506	6	1	55.6743	83.26	-1	1	0	3	111	0	1	1	0
8	tree2.jpg	1	1	1.397811	1	1	26.7437	60.18	-1	1	0	1	111	1	0	0	1
9	tree19.jpg	6	0	1.835676	1	2	72.6268	58.68	-1	-1	0	4	111	1	0	1	0
10	tree20.jpg	1	0	0	5	0	0	0	0	0	0	3	111	0	0	0	1
15	tree3.jpg	6	0	1.123179	1	2	51.8978	39.24	-1	-1	0	1	111	1	0	1	0
16	tree19.jpg	6	1	1.56104	6	1	34.9101	69.27	-1	1	0	5	111	0	1	1	0
17	tree3.jpg	6	1	1.355399	6	1	49.2636	72.74	-1	1	0	2	111	0	1	1	0
18	tree20.jpg	1	1	1.22751	1	1	37.637	59.91	-1	1	0	4	111	1	0	0	1
19	tree3.jpg	6	1	1.72575	6	1	70.9327	95.72	-1	1	0	3	111	0	1	1	0
20	tree3.jpg	6	1	1.041435	6	1	62.7485	81.47	-1	1	0	4	111	0	1	1	0
21	tree37.jpg	1	1	1.29487	1	1	65.4487	94.06	-1	1	0	1	111	1	0	0	1
22	tree6.jpg	6	0	1.668959	1	2	35.5315	24.82	-1	-1	0	2	111	1	0	1	0
23	tree6.jpg	6	0	1.402712	1	2	57.9974	40.21	-1	-1	0	3	111	1	0	1	0
26	tree2.jpg	1	0	1.344661	6	2	59.2293	48.67	-1	-1	0	2	111	0	1	0	1
27	tree2.jpg	1	1	1.259497	1	1	10.7928	44.2	-1	1	0	3	111	1	0	0	1
28	tree37.jpg	1	1	1.502063	1	1	43.3436	68.31	-1	1	0	2	111	1	0	0	1
29	tree37.jpg	1	1	1.237682	1	1	38.025	70.28	-1	1	0	3	111	1	0	0	1
30	tree20.jpg	1	0	1.394749	6	2	56.7145	45.13	-1	-1	0	5	111	0	1	0	1
31	tree37.jpg	1	1	1.308979	1	1	30.8635	52.69	-1	1	0	4	111	1	0	0	1
32	tree2.jpg	1	1	1.371874	1	1	58.6759	81.13	-1	1	0	4	111	1	0	0	1
33	tree19.jpg	6	1	1.411713	6	1	17.5115	47.29	-1	1	0	6	111	0	1	1	0
34	tree2.jpg	1	0	1.314258	6	2	59.1094	52.35	-1	-1	0	5	111	0	1	0	1
35	tree2.jpg	1	1	0.921968	1	1	39.9098	69.64	-1	1	0	6	111	1	0	0	1
36	tree6.jpg	6	1	1.461692	6	1	8.9953	42.36	-1	1	0	4	111	0	1	1	0
38	tree3.jpg	6	0	1.624463	1	2	26.5288	21.58	-1	-1	0	5	111	1	0	1	0
39	tree37.jpg	1	1	1.76273	1	1	20.3108	50.27	-1	1	0	5	111	1	0	0	1
40	tree20.jpg	1	1	1.67318	1	1	63.9133	87.58	-1	1	0	6	111	1	0	0	1
41	tree2.jpg	1	0	1.395298	6	2	67.8682	65.78	-1	-1	0	7	111	0	1	0	1
42	tree2.jpg	1	1	0.670447	1	1	17.9343	44.21	-1	1	0	8	111	1	0	0	1
44	tree19.jpg	6	1	1.21777	6	1	51.5527	75.4	-1	1	0	7	111	0	1	1	0
45	tree37.jpg	1	1	1.880252	1	1	20.7811	46.42	-1	1	0	6	111	1	0	0	1
48	tree6.jpg	6	0	1.535408	1	2	61.3083	48.35	-1	-1	0	5	111	1	0	1	0
49	tree3.jpg	6	1	1.505959	6	1	33.6005	64.1	-1	1	0	6	111	0	1	1	0
50	tree6.jpg	6	0	1.677445	1	2	56.1491	52.55	-1	-1	0	6	111	1	0	1	0
51	tree6.jpg	6	1	0.705782	6	1	40.4538	64.66	-1	1	0	7	111	0	1	1	0
52	tree3.jpg	6	1	1.763453	6	1	27.6359	50.51	-1	1	0	7	111	0	1	1	0
53	tree20.jpg	1	1	1.370867	1	1	37.0033	56.68	-1	1	0	7	111	1	0	0	1
56	tree3.jpg	6	1	1.562726	6	1	84.3378	108.85	-1	1	0	8	111	0	1	1	0
57	tree3.jpg	6	1	1.186259	6	1	38.1276	71.83	-1	1	0	9	111	0	1	1	0
58	tree2.jpg	1	1	1.271731	1	1	18.4037	44.05	-1	1	0	9	111	1	0	0	1
59	tree2.jpg	1	1	0.804104	1	1	70.9386	93.95	-1	1	0	10	111	1	0	0	1
60	tree6.jpg	6	1	1.271393	6	1	24.6767	54.07	-1	1	0	8	111	0	1	1	0
61	tree2.jpg	1	0	1.304266	6	2	57.1209	48.85	-1	-1	0	11	111	0	1	0	1
65	tree6.jpg	6	0	1.151192	1	2	59.1839	49.82	-1	-1	0	9	111	1	0	1	0
66	tree6.jpg	6	1	0.675858	6	1	61.3159	90.96	-1	1	0	10	111	0	1	1	0
67	tree3.jpg	6	1	1.393059	6	1	51.448	76.16	-1	1	0	10	111	0	1	1	0
72	tree19.jpg	6	1	1.086542	6	1	22.9459	51.96	-1	1	0	8	111	0	1	1	0
73	tree6.jpg	6	1	1.379773	6	1	46.0591	72.48	-1	1	0	11	111	0	1	1	0
74	tree19.jpg	6	0	1.331844	1	2	64.7096	59.35	-1	-1	0	9	111	1	0	1	0
75	tree3.jpg	6	0	1.206371	1	2	28.8256	12.59	-1	-1	0	11	111	1	0	1	0
76	tree6.jpg	6	1	1.141189	6	1	31.8789	56.87	-1	1	0	12	111	0	1	1	0
77	tree19.jpg	6	1	0.964515	6	1	40.1108	67.94	-1	1	0	10	111	0	1	1	0
82	tree37.jpg	1	1	1.245393	1	1	55.5358	80.44	-1	1	0	7	111	1	0	0	1
83	tree37.jpg	1	1	1.13235	1	1	9.4907	36.93	-1	1	0	8	111	1	0	0	1
84	tree19.jpg	6	1	0.969844	6	1	31.5752	60.07	-1	1	0	11	111	0	1	1	0
85	tree2.jpg	1	1	1.135753	1	1	13.6307	41.59	-1	1	0	12	111	1	0	0	1
86	tree3.jpg	6	0	1.322429	1	2	68.0566	57.83	-1	-1	0	12	111	1	0	1	0
87	tree3.jpg	6	1	0.686177	6	1	36.5917	63.49	-1	1	0	13	111	0	1	1	0
88	tree20.jpg	1	1	1.258854	1	1	47.1702	68.49	-1	1	0	8	111	1	0	0	1
90	tree37.jpg	1	1	1.486643	1	1	42.098	71.5	-1	1	0	9	111	1	0	0	1
91	tree37.jpg	1	1	0.94235	1	1	25.2976	55.43	-1	1	0	10	111	1	0	0	1
92	tree20.jpg	1	1	1.175258	1	1	46.3543	77.33	-1	1	0	9	111	1	0	0	1
93	tree20.jpg	1	1	0.885256	1	1	33.4843	58.88	-1	1	0	10	111	1	0	0	1
95	tree6.jpg	6	1	1.223749	6	1	36.3044	66.27	-1	1	0	13	111	0	1	1	0
96	tree20.jpg	1	1	0.924023	1	1	18.3887	37.97	-1	1	0	11	111	1	0	0	1
97	tree3.jpg	6	1	1.559019	6	1	20.816	57.63	-1	1	0	14	111	0	1	1	0
98	tree37.jpg	1	1	1.21881	1	1	64.2469	95.05	-1	1	0	11	111	1	0	0	1
99	tree37.jpg	1	1	1.011549	1	1	59.1655	89.65	-1	1	0	12	111	1	0	0	1
